/cm/local/apps/slurm/var/spool/job851048/slurm_script: line 12: activate: No such file or directory
A.L.E: Arcade Learning Environment (version 0.8.1+53f58b7)
[Powered by Stella]
Episode 0, Total Reward: 6.0, Epsilon: 0.99995125
Episode 26645, Total Reward: 3.0, Epsilon: 0.025
Episode 26646, Total Reward: 59.0, Epsilon: 0.025
Episode 26647, Total Reward: 18.0, Epsilon: 0.025
Episode 26648, Total Reward: 6.0, Epsilon: 0.025
Episode 26649, Total Reward: 102.0, Epsilon: 0.025
Episode 26650, Total Reward: 14.0, Epsilon: 0.025
Episode 26651, Total Reward: 1.0, Epsilon: 0.025
Episode 26652, Total Reward: 104.0, Epsilon: 0.025
Episode 26653, Total Reward: 13.0, Epsilon: 0.025
Episode 26654, Total Reward: 6.0, Epsilon: 0.025
Episode 26655, Total Reward: 112.0, Epsilon: 0.025
Episode 26656, Total Reward: 7.0, Epsilon: 0.025
Episode 26657, Total Reward: 0.0, Epsilon: 0.025
Episode 26658, Total Reward: 105.0, Epsilon: 0.025
Episode 26659, Total Reward: 3.0, Epsilon: 0.025
Episode 26660, Total Reward: 4.0, Epsilon: 0.025
Episode 26661, Total Reward: 34.0, Epsilon: 0.025
Episode 26662, Total Reward: 13.0, Epsilon: 0.025
Episode 26663, Total Reward: 5.0, Epsilon: 0.025
Episode 26664, Total Reward: 34.0, Epsilon: 0.025
Episode 26665, Total Reward: 20.0, Epsilon: 0.025
Episode 26666, Total Reward: 8.0, Epsilon: 0.025
Episode 26667, Total Reward: 87.0, Epsilon: 0.025
Episode 26668, Total Reward: 10.0, Epsilon: 0.025
Episode 26669, Total Reward: 11.0, Epsilon: 0.025
Episode 26670, Total Reward: 108.0, Epsilon: 0.025
Episode 26671, Total Reward: 14.0, Epsilon: 0.025
Episode 26672, Total Reward: 0.0, Epsilon: 0.025
Episode 26673, Total Reward: 94.0, Epsilon: 0.025
Episode 26674, Total Reward: 8.0, Epsilon: 0.025
Episode 26675, Total Reward: 3.0, Epsilon: 0.025
Episode 26676, Total Reward: 79.0, Epsilon: 0.025
Episode 26677, Total Reward: 15.0, Epsilon: 0.025
Episode 26678, Total Reward: 12.0, Epsilon: 0.025
Episode 26679, Total Reward: 25.0, Epsilon: 0.025
Episode 26680, Total Reward: 22.0, Epsilon: 0.025
Episode 26681, Total Reward: 12.0, Epsilon: 0.025
Episode 26682, Total Reward: 106.0, Epsilon: 0.025
Episode 26683, Total Reward: 10.0, Epsilon: 0.025
Episode 26684, Total Reward: 0.0, Epsilon: 0.025
Episode 26685, Total Reward: 84.0, Epsilon: 0.025
Episode 26686, Total Reward: 1.0, Epsilon: 0.025
Episode 26687, Total Reward: 0.0, Epsilon: 0.025
Episode 26688, Total Reward: 42.0, Epsilon: 0.025
Episode 26689, Total Reward: 6.0, Epsilon: 0.025
Episode 26690, Total Reward: 8.0, Epsilon: 0.025
Episode 26691, Total Reward: 79.0, Epsilon: 0.025
Episode 26692, Total Reward: 6.0, Epsilon: 0.025
Episode 26693, Total Reward: 6.0, Epsilon: 0.025
Episode 26694, Total Reward: 31.0, Epsilon: 0.025
Episode 26695, Total Reward: 34.0, Epsilon: 0.025
Episode 26696, Total Reward: 44.0, Epsilon: 0.025
Episode 26697, Total Reward: 105.0, Epsilon: 0.025
Episode 26698, Total Reward: 4.0, Epsilon: 0.025
Episode 26699, Total Reward: 0.0, Epsilon: 0.025
Episode 26700, Total Reward: 100.0, Epsilon: 0.025
Episode 26701, Total Reward: 19.0, Epsilon: 0.025
Episode 26702, Total Reward: 0.0, Epsilon: 0.025
Episode 26703, Total Reward: 69.0, Epsilon: 0.025
Episode 26704, Total Reward: 16.0, Epsilon: 0.025
Episode 26705, Total Reward: 7.0, Epsilon: 0.025
Episode 26706, Total Reward: 70.0, Epsilon: 0.025
Episode 26707, Total Reward: 10.0, Epsilon: 0.025
Episode 26708, Total Reward: 0.0, Epsilon: 0.025
Episode 26709, Total Reward: 108.0, Epsilon: 0.025
Episode 26710, Total Reward: 15.0, Epsilon: 0.025
Episode 26711, Total Reward: 0.0, Epsilon: 0.025
Episode 26712, Total Reward: 53.0, Epsilon: 0.025
Episode 26713, Total Reward: 56.0, Epsilon: 0.025
Episode 26714, Total Reward: 13.0, Epsilon: 0.025
Episode 26715, Total Reward: 100.0, Epsilon: 0.025
Episode 26716, Total Reward: 3.0, Epsilon: 0.025
Episode 26717, Total Reward: 9.0, Epsilon: 0.025
Episode 26718, Total Reward: 103.0, Epsilon: 0.025
Episode 26719, Total Reward: 15.0, Epsilon: 0.025
Episode 26720, Total Reward: 2.0, Epsilon: 0.025
Episode 26721, Total Reward: 104.0, Epsilon: 0.025
Episode 26722, Total Reward: 10.0, Epsilon: 0.025
Episode 26723, Total Reward: 4.0, Epsilon: 0.025
Episode 26724, Total Reward: 83.0, Epsilon: 0.025
Episode 26725, Total Reward: 15.0, Epsilon: 0.025
Episode 26726, Total Reward: 4.0, Epsilon: 0.025
Episode 26727, Total Reward: 103.0, Epsilon: 0.025
Episode 26728, Total Reward: 15.0, Epsilon: 0.025
Episode 26729, Total Reward: 2.0, Epsilon: 0.025
Episode 26730, Total Reward: 120.0, Epsilon: 0.025
Episode 26731, Total Reward: 1.0, Epsilon: 0.025
Episode 26732, Total Reward: 2.0, Epsilon: 0.025
Episode 26733, Total Reward: 110.0, Epsilon: 0.025
Episode 26734, Total Reward: 5.0, Epsilon: 0.025
Episode 26735, Total Reward: 8.0, Epsilon: 0.025
Episode 26736, Total Reward: 104.0, Epsilon: 0.025
Episode 26737, Total Reward: 18.0, Epsilon: 0.025
Episode 26738, Total Reward: 2.0, Epsilon: 0.025
Episode 26739, Total Reward: 101.0, Epsilon: 0.025
Episode 26740, Total Reward: 13.0, Epsilon: 0.025
Episode 26741, Total Reward: 2.0, Epsilon: 0.025
Episode 26742, Total Reward: 82.0, Epsilon: 0.025
Episode 26743, Total Reward: 8.0, Epsilon: 0.025
Episode 26744, Total Reward: 2.0, Epsilon: 0.025
Episode 26745, Total Reward: 27.0, Epsilon: 0.025
Episode 26746, Total Reward: 3.0, Epsilon: 0.025
Episode 26747, Total Reward: 37.0, Epsilon: 0.025
Episode 26748, Total Reward: 106.0, Epsilon: 0.025
Episode 26749, Total Reward: 8.0, Epsilon: 0.025
Episode 26750, Total Reward: 7.0, Epsilon: 0.025
Episode 26751, Total Reward: 99.0, Epsilon: 0.025
Episode 26752, Total Reward: 13.0, Epsilon: 0.025
Episode 26753, Total Reward: 2.0, Epsilon: 0.025
Episode 26754, Total Reward: 84.0, Epsilon: 0.025
Episode 26755, Total Reward: 17.0, Epsilon: 0.025
Episode 26756, Total Reward: 3.0, Epsilon: 0.025
Episode 26757, Total Reward: 90.0, Epsilon: 0.025
Episode 26758, Total Reward: 29.0, Epsilon: 0.025
Episode 26759, Total Reward: 3.0, Epsilon: 0.025
Episode 26760, Total Reward: 95.0, Epsilon: 0.025
Episode 26761, Total Reward: 13.0, Epsilon: 0.025
Episode 26762, Total Reward: 5.0, Epsilon: 0.025
Episode 26763, Total Reward: 96.0, Epsilon: 0.025
Episode 26764, Total Reward: 9.0, Epsilon: 0.025
Episode 26765, Total Reward: 6.0, Epsilon: 0.025
Episode 26766, Total Reward: 98.0, Epsilon: 0.025
Episode 26767, Total Reward: 9.0, Epsilon: 0.025
Episode 26768, Total Reward: 11.0, Epsilon: 0.025
Episode 26769, Total Reward: 74.0, Epsilon: 0.025
Episode 26770, Total Reward: 9.0, Epsilon: 0.025
Episode 26771, Total Reward: 26.0, Epsilon: 0.025
Episode 26772, Total Reward: 107.0, Epsilon: 0.025
Episode 26773, Total Reward: 18.0, Epsilon: 0.025
Episode 26774, Total Reward: 4.0, Epsilon: 0.025
Episode 26775, Total Reward: 82.0, Epsilon: 0.025
Episode 26776, Total Reward: 9.0, Epsilon: 0.025
Episode 26777, Total Reward: 4.0, Epsilon: 0.025
Episode 26778, Total Reward: 70.0, Epsilon: 0.025
Episode 26779, Total Reward: 12.0, Epsilon: 0.025
Episode 26780, Total Reward: 4.0, Epsilon: 0.025
Episode 26781, Total Reward: 98.0, Epsilon: 0.025
Episode 26782, Total Reward: 18.0, Epsilon: 0.025
Episode 26783, Total Reward: 12.0, Epsilon: 0.025
Episode 26784, Total Reward: 109.0, Epsilon: 0.025
Episode 26785, Total Reward: 2.0, Epsilon: 0.025
Episode 26786, Total Reward: 14.0, Epsilon: 0.025
Episode 26787, Total Reward: 111.0, Epsilon: 0.025
Episode 26788, Total Reward: 3.0, Epsilon: 0.025
Episode 26789, Total Reward: 16.0, Epsilon: 0.025
Episode 26790, Total Reward: 114.0, Epsilon: 0.025
Episode 26791, Total Reward: 3.0, Epsilon: 0.025
Episode 26792, Total Reward: 7.0, Epsilon: 0.025
Episode 26793, Total Reward: 102.0, Epsilon: 0.025
Episode 26794, Total Reward: 18.0, Epsilon: 0.025
Episode 26795, Total Reward: 2.0, Epsilon: 0.025
Episode 26796, Total Reward: 21.0, Epsilon: 0.025
Episode 26797, Total Reward: 45.0, Epsilon: 0.025
Episode 26798, Total Reward: 23.0, Epsilon: 0.025
Episode 26799, Total Reward: 109.0, Epsilon: 0.025
Episode 26800, Total Reward: 13.0, Epsilon: 0.025
Episode 26801, Total Reward: 11.0, Epsilon: 0.025
Episode 26802, Total Reward: 43.0, Epsilon: 0.025
Episode 26803, Total Reward: 61.0, Epsilon: 0.025
Episode 26804, Total Reward: 14.0, Epsilon: 0.025
Episode 26805, Total Reward: 94.0, Epsilon: 0.025
Episode 26806, Total Reward: 18.0, Epsilon: 0.025
Episode 26807, Total Reward: 7.0, Epsilon: 0.025
Episode 26808, Total Reward: 107.0, Epsilon: 0.025
Episode 26809, Total Reward: 11.0, Epsilon: 0.025
Episode 26810, Total Reward: 1.0, Epsilon: 0.025
Episode 26811, Total Reward: 126.0, Epsilon: 0.025
Episode 26812, Total Reward: 1.0, Epsilon: 0.025
Episode 26813, Total Reward: 0.0, Epsilon: 0.025
Episode 26814, Total Reward: 82.0, Epsilon: 0.025
Episode 26815, Total Reward: 7.0, Epsilon: 0.025
Episode 26816, Total Reward: 18.0, Epsilon: 0.025
Episode 26817, Total Reward: 97.0, Epsilon: 0.025
Episode 26818, Total Reward: 6.0, Epsilon: 0.025
Episode 26819, Total Reward: 19.0, Epsilon: 0.025
Episode 26820, Total Reward: 96.0, Epsilon: 0.025
Episode 26821, Total Reward: 13.0, Epsilon: 0.025
Episode 26822, Total Reward: 2.0, Epsilon: 0.025
Episode 26823, Total Reward: 78.0, Epsilon: 0.025
Episode 26824, Total Reward: 16.0, Epsilon: 0.025
Episode 26825, Total Reward: 1.0, Epsilon: 0.025
Episode 26826, Total Reward: 100.0, Epsilon: 0.025
Episode 26827, Total Reward: 11.0, Epsilon: 0.025
Episode 26828, Total Reward: 3.0, Epsilon: 0.025
Episode 26829, Total Reward: 20.0, Epsilon: 0.025
Episode 26830, Total Reward: 84.0, Epsilon: 0.025
Episode 26831, Total Reward: 19.0, Epsilon: 0.025
Episode 26832, Total Reward: 105.0, Epsilon: 0.025
Episode 26833, Total Reward: 20.0, Epsilon: 0.025
Episode 26834, Total Reward: 1.0, Epsilon: 0.025
Episode 26835, Total Reward: 104.0, Epsilon: 0.025
Episode 26836, Total Reward: 2.0, Epsilon: 0.025
Episode 26837, Total Reward: 14.0, Epsilon: 0.025
Episode 26838, Total Reward: 112.0, Epsilon: 0.025
Episode 26839, Total Reward: 1.0, Epsilon: 0.025
Episode 26840, Total Reward: 6.0, Epsilon: 0.025
Episode 26841, Total Reward: 109.0, Epsilon: 0.025
Episode 26842, Total Reward: 7.0, Epsilon: 0.025
Episode 26843, Total Reward: 7.0, Epsilon: 0.025
Episode 26844, Total Reward: 114.0, Epsilon: 0.025
Episode 26845, Total Reward: 2.0, Epsilon: 0.025
Episode 26846, Total Reward: 9.0, Epsilon: 0.025
Episode 26847, Total Reward: 104.0, Epsilon: 0.025
Episode 26848, Total Reward: 14.0, Epsilon: 0.025
Episode 26849, Total Reward: 6.0, Epsilon: 0.025
Episode 26850, Total Reward: 104.0, Epsilon: 0.025
Episode 26851, Total Reward: 16.0, Epsilon: 0.025
Episode 26852, Total Reward: 2.0, Epsilon: 0.025
Episode 26853, Total Reward: 57.0, Epsilon: 0.025
Episode 26854, Total Reward: 6.0, Epsilon: 0.025
Episode 26855, Total Reward: 1.0, Epsilon: 0.025
Episode 26856, Total Reward: 115.0, Epsilon: 0.025
Episode 26857, Total Reward: 7.0, Epsilon: 0.025
Episode 26858, Total Reward: 7.0, Epsilon: 0.025
Episode 26859, Total Reward: 100.0, Epsilon: 0.025
Episode 26860, Total Reward: 12.0, Epsilon: 0.025
Episode 26861, Total Reward: 2.0, Epsilon: 0.025
Episode 26862, Total Reward: 96.0, Epsilon: 0.025
Episode 26863, Total Reward: 16.0, Epsilon: 0.025
Episode 26864, Total Reward: 12.0, Epsilon: 0.025
Episode 26865, Total Reward: 130.0, Epsilon: 0.025
Episode 26866, Total Reward: 0.0, Epsilon: 0.025
Episode 26867, Total Reward: 0.0, Epsilon: 0.025
Episode 26868, Total Reward: 98.0, Epsilon: 0.025
Episode 26869, Total Reward: 10.0, Epsilon: 0.025
Episode 26870, Total Reward: 0.0, Epsilon: 0.025
Episode 26871, Total Reward: 112.0, Epsilon: 0.025
Episode 26872, Total Reward: 6.0, Epsilon: 0.025
Episode 26873, Total Reward: 2.0, Epsilon: 0.025
Episode 26874, Total Reward: 104.0, Epsilon: 0.025
Episode 26875, Total Reward: 1.0, Epsilon: 0.025
Episode 26876, Total Reward: 6.0, Epsilon: 0.025
Episode 26877, Total Reward: 61.0, Epsilon: 0.025
Episode 26878, Total Reward: 27.0, Epsilon: 0.025
Episode 26879, Total Reward: 16.0, Epsilon: 0.025
Episode 26880, Total Reward: 75.0, Epsilon: 0.025
Episode 26881, Total Reward: 6.0, Epsilon: 0.025
Episode 26882, Total Reward: 2.0, Epsilon: 0.025
Episode 26883, Total Reward: 104.0, Epsilon: 0.025
Episode 26884, Total Reward: 14.0, Epsilon: 0.025
Episode 26885, Total Reward: 9.0, Epsilon: 0.025
Episode 26886, Total Reward: 110.0, Epsilon: 0.025
Episode 26887, Total Reward: 15.0, Epsilon: 0.025
Episode 26888, Total Reward: 2.0, Epsilon: 0.025
Episode 26889, Total Reward: 82.0, Epsilon: 0.025
Episode 26890, Total Reward: 8.0, Epsilon: 0.025
Episode 26891, Total Reward: 20.0, Epsilon: 0.025
Episode 26892, Total Reward: 96.0, Epsilon: 0.025
Episode 26893, Total Reward: 3.0, Epsilon: 0.025
Episode 26894, Total Reward: 0.0, Epsilon: 0.025
Episode 26895, Total Reward: 109.0, Epsilon: 0.025
Episode 26896, Total Reward: 10.0, Epsilon: 0.025
Episode 26897, Total Reward: 4.0, Epsilon: 0.025
Episode 26898, Total Reward: 48.0, Epsilon: 0.025
Episode 26899, Total Reward: 63.0, Epsilon: 0.025
Episode 26900, Total Reward: 11.0, Epsilon: 0.025
Episode 26901, Total Reward: 102.0, Epsilon: 0.025
Episode 26902, Total Reward: 9.0, Epsilon: 0.025
Episode 26903, Total Reward: 6.0, Epsilon: 0.025
Episode 26904, Total Reward: 91.0, Epsilon: 0.025
Episode 26905, Total Reward: 13.0, Epsilon: 0.025
Episode 26906, Total Reward: 3.0, Epsilon: 0.025
Episode 26907, Total Reward: 47.0, Epsilon: 0.025
Episode 26908, Total Reward: 4.0, Epsilon: 0.025
Episode 26909, Total Reward: 37.0, Epsilon: 0.025
Episode 26910, Total Reward: 80.0, Epsilon: 0.025
Episode 26911, Total Reward: 16.0, Epsilon: 0.025
Episode 26912, Total Reward: 7.0, Epsilon: 0.025
Episode 26913, Total Reward: 95.0, Epsilon: 0.025
Episode 26914, Total Reward: 6.0, Epsilon: 0.025
Episode 26915, Total Reward: 10.0, Epsilon: 0.025
Episode 26916, Total Reward: 104.0, Epsilon: 0.025
Episode 26917, Total Reward: 4.0, Epsilon: 0.025
Episode 26918, Total Reward: 17.0, Epsilon: 0.025
Episode 26919, Total Reward: 90.0, Epsilon: 0.025
Episode 26920, Total Reward: 20.0, Epsilon: 0.025
Episode 26921, Total Reward: 1.0, Epsilon: 0.025
Episode 26922, Total Reward: 100.0, Epsilon: 0.025
Episode 26923, Total Reward: 13.0, Epsilon: 0.025
Episode 26924, Total Reward: 6.0, Epsilon: 0.025
Episode 26925, Total Reward: 105.0, Epsilon: 0.025
Episode 26926, Total Reward: 11.0, Epsilon: 0.025
Episode 26927, Total Reward: 6.0, Epsilon: 0.025
Episode 26928, Total Reward: 113.0, Epsilon: 0.025
Episode 26929, Total Reward: 11.0, Epsilon: 0.025
Episode 26930, Total Reward: 0.0, Epsilon: 0.025
Episode 26931, Total Reward: 107.0, Epsilon: 0.025
Episode 26932, Total Reward: 3.0, Epsilon: 0.025
Episode 26933, Total Reward: 14.0, Epsilon: 0.025
Episode 26934, Total Reward: 93.0, Epsilon: 0.025
Episode 26935, Total Reward: 15.0, Epsilon: 0.025
Episode 26936, Total Reward: 10.0, Epsilon: 0.025
Episode 26937, Total Reward: 69.0, Epsilon: 0.025
Episode 26938, Total Reward: 18.0, Epsilon: 0.025
Episode 26939, Total Reward: 15.0, Epsilon: 0.025
Episode 26940, Total Reward: 94.0, Epsilon: 0.025
Episode 26941, Total Reward: 14.0, Epsilon: 0.025
Episode 26942, Total Reward: 8.0, Epsilon: 0.025
Episode 26943, Total Reward: 102.0, Epsilon: 0.025
Episode 26944, Total Reward: 9.0, Epsilon: 0.025
Episode 26945, Total Reward: 7.0, Epsilon: 0.025
Episode 26946, Total Reward: 90.0, Epsilon: 0.025
Episode 26947, Total Reward: 9.0, Epsilon: 0.025
Episode 26948, Total Reward: 14.0, Epsilon: 0.025
Episode 26949, Total Reward: 100.0, Epsilon: 0.025
Episode 26950, Total Reward: 7.0, Epsilon: 0.025
Episode 26951, Total Reward: 8.0, Epsilon: 0.025
Episode 26952, Total Reward: 118.0, Epsilon: 0.025
Episode 26953, Total Reward: 4.0, Epsilon: 0.025
Episode 26954, Total Reward: 11.0, Epsilon: 0.025
Episode 26955, Total Reward: 102.0, Epsilon: 0.025
Episode 26956, Total Reward: 17.0, Epsilon: 0.025
Episode 26957, Total Reward: 0.0, Epsilon: 0.025
Episode 26958, Total Reward: 111.0, Epsilon: 0.025
Episode 26959, Total Reward: 3.0, Epsilon: 0.025
Episode 26960, Total Reward: 0.0, Epsilon: 0.025
Episode 26961, Total Reward: 111.0, Epsilon: 0.025
Episode 26962, Total Reward: 2.0, Epsilon: 0.025
Episode 26963, Total Reward: 10.0, Epsilon: 0.025
Episode 26964, Total Reward: 109.0, Epsilon: 0.025
Episode 26965, Total Reward: 18.0, Epsilon: 0.025
Episode 26966, Total Reward: 3.0, Epsilon: 0.025
Episode 26967, Total Reward: 58.0, Epsilon: 0.025
Episode 26968, Total Reward: 42.0, Epsilon: 0.025
Episode 26969, Total Reward: 6.0, Epsilon: 0.025
Episode 26970, Total Reward: 60.0, Epsilon: 0.025
Episode 26971, Total Reward: 45.0, Epsilon: 0.025
Episode 26972, Total Reward: 7.0, Epsilon: 0.025
Episode 26973, Total Reward: 116.0, Epsilon: 0.025
Episode 26974, Total Reward: 7.0, Epsilon: 0.025
Episode 26975, Total Reward: 1.0, Epsilon: 0.025
Episode 26976, Total Reward: 102.0, Epsilon: 0.025
Episode 26977, Total Reward: 2.0, Epsilon: 0.025
Episode 26978, Total Reward: 10.0, Epsilon: 0.025
Episode 26979, Total Reward: 99.0, Epsilon: 0.025
Episode 26980, Total Reward: 22.0, Epsilon: 0.025
Episode 26981, Total Reward: 6.0, Epsilon: 0.025
Episode 26982, Total Reward: 106.0, Epsilon: 0.025
Episode 26983, Total Reward: 7.0, Epsilon: 0.025
Episode 26984, Total Reward: 12.0, Epsilon: 0.025
Episode 26985, Total Reward: 73.0, Epsilon: 0.025
Episode 26986, Total Reward: 35.0, Epsilon: 0.025
Episode 26987, Total Reward: 7.0, Epsilon: 0.025
Episode 26988, Total Reward: 47.0, Epsilon: 0.025
Episode 26989, Total Reward: 10.0, Epsilon: 0.025
Episode 26990, Total Reward: 14.0, Epsilon: 0.025
Episode 26991, Total Reward: 78.0, Epsilon: 0.025
Episode 26992, Total Reward: 10.0, Epsilon: 0.025
Episode 26993, Total Reward: 1.0, Epsilon: 0.025
Episode 26994, Total Reward: 103.0, Epsilon: 0.025
Episode 26995, Total Reward: 8.0, Epsilon: 0.025
Episode 26996, Total Reward: 2.0, Epsilon: 0.025
Episode 26997, Total Reward: 74.0, Epsilon: 0.025
Episode 26998, Total Reward: 23.0, Epsilon: 0.025
Episode 26999, Total Reward: 13.0, Epsilon: 0.025
Episode 27000, Total Reward: 82.0, Epsilon: 0.025
Episode 27001, Total Reward: 7.0, Epsilon: 0.025
Episode 27002, Total Reward: 12.0, Epsilon: 0.025
Episode 27003, Total Reward: 98.0, Epsilon: 0.025
Episode 27004, Total Reward: 15.0, Epsilon: 0.025
Episode 27005, Total Reward: 10.0, Epsilon: 0.025
Episode 27006, Total Reward: 107.0, Epsilon: 0.025
Episode 27007, Total Reward: 9.0, Epsilon: 0.025
Episode 27008, Total Reward: 6.0, Epsilon: 0.025
Episode 27009, Total Reward: 105.0, Epsilon: 0.025
Episode 27010, Total Reward: 16.0, Epsilon: 0.025
Episode 27011, Total Reward: 6.0, Epsilon: 0.025
Episode 27012, Total Reward: 110.0, Epsilon: 0.025
Episode 27013, Total Reward: 8.0, Epsilon: 0.025
Episode 27014, Total Reward: 12.0, Epsilon: 0.025
Episode 27015, Total Reward: 93.0, Epsilon: 0.025
Episode 27016, Total Reward: 3.0, Epsilon: 0.025
Episode 27017, Total Reward: 6.0, Epsilon: 0.025
Episode 27018, Total Reward: 107.0, Epsilon: 0.025
Episode 27019, Total Reward: 11.0, Epsilon: 0.025
Episode 27020, Total Reward: 6.0, Epsilon: 0.025
Episode 27021, Total Reward: 9.0, Epsilon: 0.025
Episode 27022, Total Reward: 5.0, Epsilon: 0.025
Episode 27023, Total Reward: 19.0, Epsilon: 0.025
Episode 27024, Total Reward: 70.0, Epsilon: 0.025
Episode 27025, Total Reward: 19.0, Epsilon: 0.025
Episode 27026, Total Reward: 2.0, Epsilon: 0.025
Episode 27027, Total Reward: 117.0, Epsilon: 0.025
Episode 27028, Total Reward: 3.0, Epsilon: 0.025
Episode 27029, Total Reward: 12.0, Epsilon: 0.025
Episode 27030, Total Reward: 107.0, Epsilon: 0.025
Episode 27031, Total Reward: 2.0, Epsilon: 0.025
Episode 27032, Total Reward: 10.0, Epsilon: 0.025
Episode 27033, Total Reward: 104.0, Epsilon: 0.025
Episode 27034, Total Reward: 20.0, Epsilon: 0.025
Episode 27035, Total Reward: 4.0, Epsilon: 0.025
Episode 27036, Total Reward: 57.0, Epsilon: 0.025
Episode 27037, Total Reward: 6.0, Epsilon: 0.025
Episode 27038, Total Reward: 1.0, Epsilon: 0.025
Episode 27039, Total Reward: 80.0, Epsilon: 0.025
Episode 27040, Total Reward: 6.0, Epsilon: 0.025
Episode 27041, Total Reward: 6.0, Epsilon: 0.025
Episode 27042, Total Reward: 62.0, Epsilon: 0.025
Episode 27043, Total Reward: 15.0, Epsilon: 0.025
Episode 27044, Total Reward: 4.0, Epsilon: 0.025
Episode 27045, Total Reward: 95.0, Epsilon: 0.025
Episode 27046, Total Reward: 8.0, Epsilon: 0.025
Episode 27047, Total Reward: 7.0, Epsilon: 0.025
Episode 27048, Total Reward: 80.0, Epsilon: 0.025
Episode 27049, Total Reward: 7.0, Epsilon: 0.025
Episode 27050, Total Reward: 7.0, Epsilon: 0.025
Episode 27051, Total Reward: 59.0, Epsilon: 0.025
Episode 27052, Total Reward: 32.0, Epsilon: 0.025
Episode 27053, Total Reward: 8.0, Epsilon: 0.025
Episode 27054, Total Reward: 58.0, Epsilon: 0.025
Episode 27055, Total Reward: 11.0, Epsilon: 0.025
Episode 27056, Total Reward: 8.0, Epsilon: 0.025
Episode 27057, Total Reward: 124.0, Epsilon: 0.025
Episode 27058, Total Reward: 0.0, Epsilon: 0.025
Episode 27059, Total Reward: 2.0, Epsilon: 0.025
Episode 27060, Total Reward: 108.0, Epsilon: 0.025
Episode 27061, Total Reward: 17.0, Epsilon: 0.025
Episode 27062, Total Reward: 1.0, Epsilon: 0.025
Episode 27063, Total Reward: 87.0, Epsilon: 0.025
Episode 27064, Total Reward: 34.0, Epsilon: 0.025
Episode 27065, Total Reward: 1.0, Epsilon: 0.025
Episode 27066, Total Reward: 47.0, Epsilon: 0.025
Episode 27067, Total Reward: 21.0, Epsilon: 0.025
Episode 27068, Total Reward: 23.0, Epsilon: 0.025
Episode 27069, Total Reward: 60.0, Epsilon: 0.025
Episode 27070, Total Reward: 10.0, Epsilon: 0.025
Episode 27071, Total Reward: 24.0, Epsilon: 0.025
Episode 27072, Total Reward: 91.0, Epsilon: 0.025
Episode 27073, Total Reward: 8.0, Epsilon: 0.025
Episode 27074, Total Reward: 5.0, Epsilon: 0.025
Episode 27075, Total Reward: 101.0, Epsilon: 0.025
Episode 27076, Total Reward: 11.0, Epsilon: 0.025
Episode 27077, Total Reward: 2.0, Epsilon: 0.025
Episode 27078, Total Reward: 107.0, Epsilon: 0.025
Episode 27079, Total Reward: 2.0, Epsilon: 0.025
Episode 27080, Total Reward: 15.0, Epsilon: 0.025
Episode 27081, Total Reward: 79.0, Epsilon: 0.025
Episode 27082, Total Reward: 8.0, Epsilon: 0.025
Episode 27083, Total Reward: 21.0, Epsilon: 0.025
Episode 27084, Total Reward: 106.0, Epsilon: 0.025
Episode 27085, Total Reward: 11.0, Epsilon: 0.025
Episode 27086, Total Reward: 4.0, Epsilon: 0.025
Episode 27087, Total Reward: 113.0, Epsilon: 0.025
Episode 27088, Total Reward: 16.0, Epsilon: 0.025
Episode 27089, Total Reward: 5.0, Epsilon: 0.025
Episode 27090, Total Reward: 20.0, Epsilon: 0.025
Episode 27091, Total Reward: 54.0, Epsilon: 0.025
Episode 27092, Total Reward: 19.0, Epsilon: 0.025
Episode 27093, Total Reward: 93.0, Epsilon: 0.025
Episode 27094, Total Reward: 22.0, Epsilon: 0.025
Episode 27095, Total Reward: 5.0, Epsilon: 0.025
Episode 27096, Total Reward: 98.0, Epsilon: 0.025
Episode 27097, Total Reward: 11.0, Epsilon: 0.025
Episode 27098, Total Reward: 14.0, Epsilon: 0.025
Episode 27099, Total Reward: 104.0, Epsilon: 0.025
Episode 27100, Total Reward: 3.0, Epsilon: 0.025
Episode 27101, Total Reward: 9.0, Epsilon: 0.025
Episode 27102, Total Reward: 104.0, Epsilon: 0.025
Episode 27103, Total Reward: 8.0, Epsilon: 0.025
Episode 27104, Total Reward: 6.0, Epsilon: 0.025
Episode 27105, Total Reward: 107.0, Epsilon: 0.025
Episode 27106, Total Reward: 8.0, Epsilon: 0.025
Episode 27107, Total Reward: 5.0, Epsilon: 0.025
Episode 27108, Total Reward: 68.0, Epsilon: 0.025
Episode 27109, Total Reward: 12.0, Epsilon: 0.025
Episode 27110, Total Reward: 2.0, Epsilon: 0.025
Episode 27111, Total Reward: 101.0, Epsilon: 0.025
Episode 27112, Total Reward: 12.0, Epsilon: 0.025
Episode 27113, Total Reward: 8.0, Epsilon: 0.025
Episode 27114, Total Reward: 102.0, Epsilon: 0.025
Episode 27115, Total Reward: 10.0, Epsilon: 0.025
Episode 27116, Total Reward: 1.0, Epsilon: 0.025
Episode 27117, Total Reward: 92.0, Epsilon: 0.025
Episode 27118, Total Reward: 29.0, Epsilon: 0.025
Episode 27119, Total Reward: 0.0, Epsilon: 0.025
Episode 27120, Total Reward: 108.0, Epsilon: 0.025
Episode 27121, Total Reward: 17.0, Epsilon: 0.025
Episode 27122, Total Reward: 0.0, Epsilon: 0.025
